@relation 'numeric-weka.filters.unsupervised.attribute.Remove-R1-27,30-56,58-72,74-89,91-93,95-124,127-129,131-137,139-188,190-191,194-198,203-210,212-216,219-229'

@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var57 numeric
@attribute Var73 numeric
@attribute Var90 numeric
@attribute Var94 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var211 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var230 {0,1}

@data
172.08,?,2.3935,12,?,?,0,4,?,?,?,397,26,6025,0,0,5159,1,3981,2,0
166.56,?,6.561,138,?,270410,13536,?,?,?,246,16,1,6279,14263,0,5738,1,8976,2,0
230.56,?,2.3401,16,?,?,0,-8,?,?,138,173,26,7526,0,0,1055,2,13203,1,0
266.88,?,5.8421,30,?,57972,684,-18,?,?,?,9,6,4117,0,0,5631,2,17302,1,0
253.52,?,4.5674,38,?,93660,30870,14,?,?,?,70,6,7843,0,0,1571,1,10689,2,0
241.52,?,6.6073,54,?,?,13968,?,?,?,282,106,26,2501,10250,0,2155,1,17043,2,0
303.2,?,4.085,14,?,561,0,-26,?,?,?,161,26,5789,0,0,2777,1,11278,2,0
166.56,?,5.3719,34,?,285280,16344,?,?,?,144,384,26,2506,0,0,949,1,7538,2,0
186.64,?,6.6462,82,?,915,396,58,?,?,?,264,26,5614,16789,0,969,1,4281,2,0
?,0,3.6774,4,0,?,?,?,?,?,?,145,26,1269,0,0,478,1,6415,2,0
?,?,1.4061,8,?,?,?,-20,?,0,?,257,26,5566,0,0,322,2,18416,2,0
?,?,0.57039,10,?,?,?,?,?,?,?,357,26,2302,0,0,4764,1,0,0,0
296.96,?,0.38261,16,?,17628,0,4,?,?,162,7,26,7683,0,0,61,1,15893,2,0
153.2,?,1.0355,46,?,3960,25803,?,?,?,222,311,26,6176,0,0,5980,1,2458,2,0
?,?,3.0726,10,?,?,?,4,?,?,?,366,26,5568,0,0,2706,1,5458,2,0
200,?,5.2739,138,?,?,206190,28,?,?,?,6,1,873,19558,0,652,1,171,2,0
333.76,?,2.2121,88,?,?,9567,-24,?,?,?,158,26,1703,17220,2,1953,1,13991,1,1
367.68,?,6.7511,74,?,?,2700,-24,?,?,312,363,26,929,7415,2,3853,2,4089,1,0
439.92,?,4.5351,14,?,122210,0,4,?,?,192,373,26,3814,0,0,1914,1,0,0,0
163.68,?,3.4065,104,?,?,62262,-6,?,?,252,130,35,4837,10362,2,5045,2,6970,1,0
480.32,?,4.8915,12,?,154080,0,-12,?,?,330,363,26,2566,0,0,3517,2,13168,1,0
264.96,?,3.8641,156,?,37731,1395,-28,?,?,234,109,1,4089,276,0,1663,1,7251,2,0
377.6,?,4.0314,14,?,?,0,?,?,?,354,269,26,5197,0,0,2804,1,2958,2,0
166.56,?,3.8859,16,?,37026,0,-30,?,?,?,189,26,1534,0,0,278,1,10174,1,0
186.64,?,6.2523,120,?,246330,6471,?,?,?,384,161,1,6254,5946,0,5653,1,12306,2,0
166.56,?,2.3339,104,?,90399,48501,8,?,?,270,155,26,2053,9549,2,3390,1,13017,2,0
200,?,6.8671,44,?,?,24453,?,?,?,174,378,26,5568,0,0,6098,1,12698,2,0
166.56,?,3.3636,138,?,333530,23508,4,?,?,?,329,6,4990,6604,0,869,1,13698,2,0
?,?,4.7631,8,?,?,?,-16,?,0,?,169,26,1856,0,0,534,1,2660,2,0
133.12,?,1.561,138,?,153,15228,50,?,?,?,194,1,2296,7254,0,1646,1,15600,2,0
253.52,?,1.9724,56,?,165610,1431,-20,?,?,?,325,26,4797,10809,0,1307,2,18106,1,0
?,0,4.8825,4,0,?,?,-20,?,?,228,102,26,1277,0,0,286,2,1608,1,0
199.52,?,2.3006,20,?,162710,0,-6,?,?,?,176,26,2506,0,0,102,2,6420,1,0
166.56,?,2.9799,86,?,?,450,?,?,?,312,395,26,6082,11172,0,2470,1,6874,2,0
233.44,?,5.7419,114,?,?,54756,54,?,?,?,157,26,4086,0,0,3085,1,18367,2,0
200,?,5.5992,224,?,4104,12789,-22,?,?,?,144,49,2053,22219,2,3630,2,17813,1,0
220.08,?,1.7454,210,?,36354,1251,?,?,?,?,118,32,7620,9692,2,4591,1,5116,1,0
288.08,?,5.9991,34,?,?,378,-24,?,?,240,136,26,7168,0,0,113,2,13726,1,0
133.12,?,5.3175,182,?,10290,24831,28,?,?,?,362,37,7210,18117,0,5354,1,371,2,0
425.6,?,1.0502,148,?,26208,3825,?,?,?,264,182,1,2194,5889,0,4125,1,3398,1,0
213.36,?,6.9622,108,?,?,1593,58,?,?,?,28,1,5432,5315,2,982,1,98,1,0
200,?,6.3136,196,?,162,0,-30,?,?,?,329,18,4881,7935,2,1327,1,5949,1,0
313.84,?,5.9786,32,?,279050,6930,-30,?,?,216,211,26,6360,0,0,4867,2,4441,2,0
220.08,?,4.4584,150,?,88008,55143,-20,?,?,318,276,1,7863,9070,0,3758,2,2023,1,0
133.12,?,6.6313,134,?,19230,14652,?,?,?,?,373,1,2447,9811,2,344,1,13453,1,0
220.08,?,0.85708,182,?,?,113940,10,?,?,282,123,26,2350,12640,2,3451,1,13453,1,0
166.56,?,3.6422,142,?,?,7254,?,?,?,384,236,44,5333,12052,2,5004,1,18889,1,0
261.36,?,5.6665,112,?,90150,45630,4,?,?,?,56,35,6349,11972,2,4265,1,7360,1,0
254.96,?,6.8067,32,?,0,189,8,?,?,234,115,26,7648,0,0,486,1,5742,1,0
233.44,?,5.5448,168,?,168320,93807,?,?,?,?,203,1,5376,3885,2,1001,1,7628,1,0
166.56,?,6.4354,62,?,?,972,?,?,?,?,213,6,3819,14105,0,4991,1,8277,1,0
166.56,?,6.2006,82,?,107500,1251,?,?,?,?,205,26,4990,15865,2,5296,1,553,1,0
230.08,?,4.5076,74,?,0,95796,?,?,?,?,23,26,2585,19986,2,1279,1,13103,2,0
196.64,?,1.2888,148,?,426560,12663,8,?,?,438,76,1,6025,8493,0,2583,1,6460,2,0
220.48,?,6.238,80,?,?,45891,56,?,?,240,169,26,5935,8517,0,1034,1,17059,2,0
133.12,?,1.0075,52,?,?,14931,?,?,?,?,82,26,6997,22467,2,1476,1,7449,1,0
166.56,?,4.6073,174,?,509520,1089,?,?,?,?,350,26,1600,20803,2,5558,1,8490,1,0
?,0,4.2354,4,0,?,?,-20,?,?,?,153,26,7855,0,0,3567,2,17110,1,0
?,?,6.2433,8,?,?,?,-18,?,0,342,232,26,2506,0,0,452,2,14429,2,0
20.08,?,2.3991,14,?,?,0,-10,?,?,114,49,26,5733,0,0,1055,1,13203,1,0
?,?,0.2728,10,?,?,?,4,?,?,360,155,26,5645,0,0,5100,1,18234,2,0
254.64,?,1.3117,134,?,207040,3618,?,?,?,?,268,6,401,6850,0,5934,1,2899,2,0
240.88,?,5.8274,60,?,?,639,-28,?,?,366,399,26,897,1288,2,103,1,9196,1,0
186.64,?,5.9041,52,?,200050,67383,28,?,?,270,37,26,6502,8073,0,1721,1,590,2,0
133.12,?,5.0543,220,?,4560,7866,?,?,?,372,203,8,2250,18286,2,4944,1,11808,1,0
233.44,?,5.8789,166,?,81024,31131,-32,?,?,?,102,1,6098,699,0,923,1,6234,2,0
293.6,?,6.0231,198,?,29676,34704,12,?,?,?,14,33,4837,22283,2,3462,1,5602,1,0
?,?,5.7966,10,?,?,?,-14,?,?,?,0,26,5352,0,0,5444,2,10231,1,0
220.08,?,2.8723,146,?,0,154360,?,?,?,270,247,1,7648,9906,2,5245,1,15865,1,0
250.96,?,5.9479,22,?,3876,0,-4,?,?,?,194,26,2522,0,0,4593,2,2922,1,0
220.08,?,0.93527,128,?,?,2520,?,?,?,312,146,1,1277,22171,0,5154,1,12271,2,0
361.84,?,6.5802,130,?,346400,18090,50,?,?,306,288,1,2820,5325,2,229,1,1274,1,0
255.84,?,0.6881,28,?,45315,0,4,?,?,?,10,26,4837,0,0,5904,1,14498,1,0
200,?,4.4557,54,?,?,42930,30,?,?,132,327,26,873,0,0,896,1,13268,2,0
230.56,?,2.6206,16,?,0,0,-8,?,?,?,164,26,3784,0,0,1043,2,5440,1,0
200,?,1.8011,30,?,?,2088,6,?,?,?,171,26,2594,0,0,3992,1,2479,2,0
342.48,?,4.3529,30,?,940240,4203,-26,?,?,?,130,26,7460,0,0,1259,1,10712,1,0
220.08,?,4.4834,16,?,?,0,-22,?,?,132,367,26,1644,0,0,3491,2,6506,1,0
320.4,?,6.5888,78,?,?,108390,30,?,?,342,153,26,4837,20906,2,4390,1,16485,1,0
186.64,?,1.4762,88,?,21471,405110,4,?,?,246,397,26,5249,5109,0,4947,1,8086,2,0
200,?,0.88635,130,?,?,40518,?,?,?,162,222,1,5568,18225,2,4122,1,8720,2,0
166.56,?,3.9925,112,?,89499,241910,?,?,?,?,14,1,2806,5289,2,6082,1,8716,1,0
99.68,?,4.2858,126,?,8151,621,?,?,?,366,362,1,1878,5890,0,416,1,8079,2,0
303.68,?,2.7851,36,?,?,?,12,?,?,?,344,26,4089,0,0,1244,1,2985,1,0
166.56,?,3.6375,30,?,3570,1881,-30,?,?,144,353,26,897,0,0,6074,1,11538,1,0
?,?,4.0004,10,?,?,?,4,?,?,?,365,26,7019,0,0,4266,1,1827,1,0
288.16,?,5.8223,30,?,768780,9594,4,?,?,348,13,26,420,0,0,528,1,11951,2,0
?,?,2.8616,6,?,?,?,-18,0,?,?,267,26,6822,0,0,3638,2,15883,2,0
220.08,?,2.3591,104,?,252,531,54,?,?,?,189,26,5012,19076,2,4981,1,11925,1,0
186.64,?,4.341,76,?,115520,11349,4,?,?,162,222,35,6959,12919,0,6007,1,18197,2,0
253.52,?,1.8265,98,?,1545,11673,?,?,?,?,288,26,420,15758,0,1897,1,13696,2,0
199.04,?,3.4151,130,?,104110,44802,?,?,?,642,50,1,6261,6174,0,1325,1,4277,2,0
220.48,?,0.5674,64,?,?,138340,?,?,?,246,185,26,6349,15786,0,4510,1,14452,2,0
133.12,?,6.6251,74,?,?,25947,?,?,?,?,327,24,2081,14952,2,5300,1,9061,1,0
286.96,?,6.1677,84,?,?,5472,60,?,?,360,205,26,3952,185,2,2788,1,9036,1,0
220.08,?,4.4042,138,?,156,810,?,?,?,?,226,1,5197,0,0,6034,1,17930,1,0
166.56,?,2.6437,32,?,25692,3933,8,?,?,?,173,6,8034,0,0,4352,1,17803,2,0
224.48,?,5.9895,22,?,9975,0,-30,?,?,144,226,26,4011,0,0,4984,1,12678,2,0
253.52,?,0.69216,38,?,?,33417,14,?,?,156,152,26,6071,0,0,1476,1,7449,1,0
286.96,?,2.5217,34,?,84546,4392,-20,?,?,?,389,6,6289,0,0,5166,2,3803,1,0
?,0,2.2179,4,0,?,?,-20,?,?,?,348,26,1021,0,0,5820,2,16978,2,0
275.6,?,5.2722,148,?,?,81324,-8,?,?,156,185,1,6857,8533,0,1437,1,3210,2,0
?,?,6.4153,8,?,?,?,-16,?,0,384,163,26,439,0,0,1492,2,8395,1,0
186.64,?,4.6605,20,?,112100,0,4,?,?,?,6,26,6657,0,0,2612,1,14697,2,0
186.64,?,5.7092,16,?,15780,0,4,?,?,?,379,26,613,0,0,2019,1,9788,2,0
290.32,?,3.7718,22,?,?,0,-24,?,?,?,389,26,725,0,0,1137,2,13666,1,0
133.12,?,2.2995,50,?,?,217150,?,?,?,312,64,26,6082,17125,2,2999,1,10620,1,0
200,?,2.2235,20,?,1179,0,-24,?,?,276,106,26,2806,0,0,5224,2,1464,1,0
220.08,?,0.88293,32,?,?,1341,8,?,?,?,231,26,2390,0,0,2706,1,15911,2,0
220.08,?,2.8964,92,?,21978,29700,26,?,?,?,20,26,3063,5408,0,1764,1,13889,2,0
274.48,?,6.8084,52,?,137540,60858,26,?,?,?,302,26,3819,16627,0,1416,1,15578,2,0
235.36,?,0.29759,152,?,74835,4140,-20,?,?,?,166,1,3978,14111,0,5493,2,9844,1,0
200,?,4.5292,112,?,?,19080,?,?,?,156,51,1,1245,16910,2,4699,1,1887,1,0
186.64,?,0.18223,54,?,?,2043,28,?,?,?,146,26,7902,5498,2,1401,1,2900,1,0
280.24,?,2.5719,26,?,?,?,4,?,?,?,55,6,2083,0,0,2766,1,5155,1,0
186.64,?,2.9351,24,?,?,0,4,?,?,198,105,26,3161,0,0,5734,1,1545,1,0
309.12,?,3.6996,144,?,42705,9891,?,?,?,?,8,6,4797,7437,2,5693,1,10654,1,0
314,?,6.2087,30,?,136480,21825,4,?,?,?,276,26,905,0,0,55,1,2805,1,0
286.96,?,6.79,28,?,34014,0,4,?,?,300,147,26,5332,0,0,3817,1,11579,2,0
302.56,?,5.6682,102,?,92421,8388,-22,?,?,?,109,26,3161,11180,0,3655,2,1971,2,0
220.08,?,4.8022,130,?,258130,27990,24,?,?,288,48,1,6997,3300,0,4436,1,4216,2,0
186.64,?,5.4249,32,?,21393,144,8,?,?,264,359,26,689,0,0,4455,1,18560,2,0
99.68,?,6.7646,90,?,?,178380,66,?,?,222,109,26,2959,7269,0,2605,1,16454,2,0
220.08,?,4.618,70,?,180,48312,-18,?,?,?,139,26,1454,0,0,2213,2,12008,2,0
?,?,3.7595,6,?,?,?,?,0,?,?,106,26,4743,0,0,503,1,1795,2,0
220.48,?,0.91968,58,?,72267,2628,-10,?,?,336,169,26,905,12470,0,258,1,11393,2,0
357.6,?,5.8663,16,?,1408000,0,4,?,?,?,182,26,8046,0,0,4946,1,7757,1,0
200,?,4.0449,52,?,481200,4050,12,?,?,?,43,26,4837,13010,0,878,1,1039,2,0
264.32,?,4.6966,18,?,65868,0,4,?,?,?,202,26,7168,0,0,5625,1,18854,1,0
130.4,?,4.6065,38,?,8682,8910,?,?,?,?,95,26,830,0,0,5911,1,5801,2,0
?,?,6.2852,8,?,?,?,-18,?,0,372,15,26,3895,0,0,3856,2,37,2,0
268.72,?,6.8197,22,?,12744,0,4,?,?,?,348,26,3528,0,0,5342,1,18897,2,0
166.56,?,0.62978,70,?,369940,11799,?,?,?,234,363,35,881,8058,0,3052,1,12162,1,0
153.6,?,4.6977,32,?,?,3483,4,?,?,?,194,26,2316,0,0,865,1,11490,1,0
304.24,?,5.8513,88,?,10077,48942,?,?,?,312,227,26,8021,11158,0,4632,1,2106,2,0
?,?,0.058535,8,?,?,?,-16,?,0,168,279,26,6502,0,0,286,2,1608,1,0
253.52,?,4.5552,64,?,0,26874,?,?,?,156,210,26,3099,18269,2,3848,1,4636,1,0
220.08,?,1.9955,16,?,0,0,4,?,?,?,234,26,830,0,0,3108,1,16658,2,0
368.64,?,0.81906,62,?,69228,15444,?,?,?,?,395,26,5644,14509,0,4589,1,11718,2,0
133.12,?,3.2004,84,?,558270,9261,?,?,?,222,37,26,4915,12277,0,1375,1,10968,1,0
20.08,?,0.078402,14,?,?,0,?,?,?,?,267,26,5197,0,0,2984,1,7106,2,0
200,?,0.89938,48,?,0,1332,22,?,?,162,144,26,1285,0,0,2270,1,16542,2,0
186.64,?,1.6881,18,?,112680,0,-30,?,?,?,395,26,3324,0,0,2365,1,16453,2,0
310,?,4.3313,40,?,71175,38196,?,?,?,?,232,26,6680,0,0,452,1,14429,2,0
?,?,4.7396,10,?,?,?,4,?,?,204,294,26,6025,0,0,1156,1,14038,2,0
286.96,?,3.7056,166,?,337620,306,-30,?,?,?,367,18,6512,10084,0,2525,1,12999,2,0
?,?,4.43,6,?,?,?,-20,0,?,?,7,26,7962,0,0,2700,2,14640,2,0
256.88,?,5.659,72,?,301190,25884,?,?,?,192,300,26,4837,0,0,3659,1,2826,1,0
253.52,?,0.91882,130,?,?,7326,?,?,?,336,199,1,2506,19897,2,2453,1,18545,1,0
186.64,?,4.5885,18,?,166070,0,4,?,?,?,347,26,1245,0,0,5505,1,5796,2,0
336.56,?,1.3764,140,?,30870,36603,4,?,?,204,67,1,1277,35,0,3129,1,4783,2,0
263.52,?,2.242,52,?,120640,5535,?,?,?,?,70,26,7020,8140,0,3109,1,19206,2,0
286.96,?,2.8853,26,?,43176,0,4,?,?,216,9,26,2083,0,0,2504,1,4407,2,0
299.44,?,0.7398,54,?,?,13590,30,?,?,354,171,26,3324,9591,2,961,1,14110,1,0
220.08,?,5.1299,26,?,1464,0,-28,?,?,?,395,26,1272,0,0,1430,1,5889,1,0
220,?,0.025208,38,?,145940,87138,4,?,?,204,216,35,4797,0,0,5390,1,12407,2,0
350.08,?,4.5146,84,?,119800,52704,?,?,?,348,213,26,3819,5407,0,4560,1,8352,2,0
186.64,?,2.3269,38,?,134640,666,?,?,?,?,226,26,2357,0,0,5324,1,186,2,0
153.2,?,4.2741,58,?,?,2070,?,?,?,?,279,26,713,14254,0,410,1,18037,2,0
462.96,?,3.6781,154,?,300830,6372,26,?,?,240,33,1,6502,17095,0,5282,1,7622,1,0
99.68,?,5.0628,182,?,2187,73935,30,?,?,?,155,33,6997,17992,2,681,1,5121,1,0
66.88,?,1.3572,30,?,?,140880,?,?,?,132,0,26,588,0,0,1772,1,14257,1,0
279.12,?,1.0252,102,?,3102,19026,-28,?,?,180,78,26,7514,774,2,4076,1,16121,1,0
200,?,3.2489,58,?,?,594,8,?,?,468,118,26,1665,7976,2,151,1,7593,1,0
286.96,?,0.28434,162,?,88038,108370,-30,?,?,?,158,1,6512,19257,2,2355,1,17326,1,0
233.44,?,4.8024,90,?,?,1962,66,?,?,?,367,6,2501,8945,0,4986,1,7156,2,0
233.44,?,6.4764,56,?,22653,89811,-20,?,?,366,10,26,2442,22497,2,1633,2,9703,1,0
253.52,?,1.351,26,?,49266,0,?,?,?,?,91,26,6822,0,0,2781,1,18949,2,0
166.56,?,0.84405,88,?,?,3861,?,?,?,?,158,26,1725,9298,0,1953,1,15073,1,0
210,?,4.3264,122,?,26133,50256,32,?,?,?,159,46,6098,11159,0,5606,1,8290,1,0
166.56,?,3.8058,56,?,?,40725,-24,?,?,?,335,26,5935,7032,2,3269,2,15835,1,0
200,?,2.5817,26,?,131900,0,4,?,?,?,23,6,4915,0,0,5169,1,12269,2,0
166.56,?,3.0726,108,?,?,9486,?,?,?,270,157,1,6512,2951,2,250,1,10415,1,0
173.2,?,6.7404,126,?,?,10818,58,?,?,?,373,1,4743,19400,0,4633,1,16539,2,0
1087.8,?,6.7238,22,?,?,0,-2,?,?,?,231,26,2357,0,0,1877,2,4395,1,0
320.4,?,6.9656,100,?,74634,3249,-18,?,?,?,174,26,5136,6426,2,2251,2,3978,1,0
166.56,?,0.8464,34,?,120180,846,-30,?,?,?,76,26,3046,0,0,2593,1,17396,1,0
766.8,?,6.564,16,?,8916,0,-8,?,?,?,360,26,2442,0,0,1882,2,3235,1,0
166.56,?,4.7355,152,?,?,133160,-14,?,?,?,234,37,840,0,0,3416,1,12450,2,0
166.56,?,6.8043,106,?,196880,11907,64,?,?,288,155,26,873,1092,0,3390,1,10216,2,0
0,?,3.1948,14,?,4926,0,?,?,?,?,7,26,2406,0,0,2444,1,14721,2,0
253.52,?,4.805,22,?,176420,0,?,?,?,?,370,26,4611,0,0,4183,1,3765,1,0
166.56,?,3.1908,128,?,75684,255810,-20,?,?,318,173,1,6997,0,0,1873,2,13203,1,0
133.12,?,0.33668,182,?,105620,117,?,?,?,234,353,26,588,9013,2,2607,1,2258,1,0
?,?,0.18372,8,?,?,?,4,?,0,276,358,26,245,0,0,1839,1,15068,2,0
133.12,?,3.1292,154,?,?,7857,?,?,?,?,76,12,1665,7207,0,756,1,3779,2,0
256.96,?,3.3753,24,?,?,0,?,?,?,180,348,26,3332,0,0,3042,1,9613,2,0
166.56,?,4.1066,108,?,?,184340,?,?,?,234,157,1,2616,18214,0,873,1,11602,2,0
133.12,?,2.2356,84,?,131600,11844,?,?,?,396,102,26,2433,3097,2,665,1,6312,1,0
429.84,?,5.1536,28,?,171520,0,-24,?,?,?,114,26,6246,0,0,560,2,0,0,0
256.64,?,2.6052,28,?,1584,0,-22,?,?,?,90,26,6923,0,0,5223,2,4127,2,0
254.72,?,3.9199,22,?,21144,0,4,?,?,?,106,26,2456,0,0,3747,1,18255,2,0
434.08,?,2.245,124,?,53562,1125,20,?,?,300,233,1,5645,15251,0,2406,1,5959,2,0
137.68,?,6.5501,118,?,42504,2178,?,?,?,348,349,1,2506,0,0,1,1,11804,1,0
?,?,1.966,8,?,?,?,-16,?,0,?,18,26,3063,0,0,705,2,17781,1,0
616.64,?,2.7618,14,?,5724,0,-12,?,?,?,130,26,3040,0,0,5175,2,2557,1,0
335.84,?,5.7633,148,?,6942,45252,4,?,?,?,23,1,3980,0,0,1279,1,0,0,0
166.56,?,5.314,28,?,264540,0,4,?,?,?,81,26,235,0,0,417,1,15187,2,0
266.4,?,0.30058,22,?,0,0,-2,?,?,126,176,26,5111,0,0,3956,2,221,1,0
331.04,?,5.4813,128,?,6459,106430,34,?,?,?,169,6,2600,8517,0,1034,1,17059,2,0
254.96,?,1.0857,32,?,464200,5652,-22,?,?,?,62,26,4881,0,0,4777,2,11110,2,0
288.56,?,6.4649,108,?,40734,3834,?,?,?,?,358,1,873,0,0,4453,1,3491,1,0
220.08,?,5.2792,20,?,6045,0,-30,?,?,456,206,26,2305,0,0,1894,1,18935,1,0
286.96,?,1.5956,30,?,32988,1971,?,?,?,396,106,26,6822,0,0,114,1,8395,1,0
177.68,?,6.9197,22,?,17919,0,-4,?,?,?,273,26,5915,0,0,118,2,17595,1,0
441.68,?,0.1301,136,?,?,123350,?,?,?,312,301,1,864,1175,2,2594,1,13737,2,0
99.68,?,1.0585,62,?,?,41832,?,?,?,?,135,26,6870,5621,0,1670,1,13667,2,0
320.4,?,2.4228,20,?,51351,0,-24,?,?,?,106,26,2053,0,0,2092,2,5010,2,0
137.68,?,2.5484,180,?,?,68274,?,?,?,360,119,45,7240,4483,2,1977,1,1856,1,0
200,?,6.9731,202,?,178730,36378,58,?,?,300,105,1,1272,22347,0,6035,1,1275,2,0
286.96,?,2.1468,38,?,43575,45126,?,?,?,?,23,26,6387,0,0,3803,1,11047,2,0
298.08,?,2.7806,52,?,173320,16605,-30,?,?,?,33,26,1150,9873,2,2087,1,2262,1,1
?,?,3.5249,8,?,?,?,-16,?,0,?,161,26,5733,0,0,1087,2,3028,1,0
133.12,?,2.5629,104,?,186580,196850,?,?,?,240,268,1,3046,16172,2,5532,1,4853,1,0
286.96,?,0.2288,32,?,149340,504,8,?,?,180,68,26,235,0,0,5950,1,11542,1,0
?,?,3.3927,8,?,?,?,-18,?,0,324,45,26,3324,0,0,1122,2,16887,2,0
166.56,?,4.8109,100,?,?,32274,?,?,?,?,70,6,2585,21048,2,6099,1,9908,1,0
220.08,?,1.6531,26,?,9597,0,4,?,?,168,209,26,3814,0,0,3514,1,10901,1,0
220.08,?,3.7157,20,?,77997,0,4,?,?,?,10,26,3978,0,0,74,1,1317,1,0
240.88,?,4.129,158,?,94047,52677,?,?,?,204,84,1,5324,16781,0,5139,1,17981,2,0
296.96,?,0.49562,22,?,108980,0,-22,?,?,?,90,26,3819,0,0,5700,2,1364,2,0
264,?,5.6911,136,?,13689,57600,4,?,?,348,78,1,5301,19332,0,2663,1,13512,2,0
166.56,?,2.551,136,?,179140,8955,-28,?,?,252,172,1,5249,2613,2,3967,1,14532,1,0
166.56,?,0.92245,90,?,?,4077,?,?,?,282,269,26,3063,5032,2,611,1,4870,2,0
186.64,?,3.5982,20,?,12549,0,4,?,?,348,58,26,6680,0,0,1048,1,6059,2,0
301.52,?,5.47,152,?,15069,57357,-18,?,?,?,161,6,235,21019,2,4168,2,3006,1,0
266.88,?,0.73766,32,?,17760,2304,8,?,?,?,106,6,6657,0,0,3943,1,4866,2,0
320,?,1.0323,66,?,4494,7983,18,?,?,?,190,26,7503,280,0,1164,1,3605,2,0
220.08,?,4.6435,66,?,29331,14130,-30,?,?,318,51,26,7902,4847,2,609,1,11470,1,0
133.12,?,3.7088,80,?,108170,3195,?,?,?,?,6,26,3537,12209,0,121,1,16304,2,0
286.96,?,5.3837,138,?,68265,9963,34,?,?,?,161,14,6923,16383,2,3377,1,10354,1,1
133.12,?,1.8646,56,?,?,16191,32,?,?,?,23,26,1272,6617,0,3864,1,8868,2,0
166.56,?,2.8962,102,?,135,34281,?,?,?,396,215,26,2566,3173,0,3486,1,4967,2,0
166.56,?,5.8759,18,?,?,0,?,?,?,150,0,26,2105,0,0,1751,1,15506,1,0
253.52,?,5.6001,168,?,33048,2367,?,?,?,?,56,6,5614,5041,2,3069,1,1762,1,0
220.08,?,1.7131,108,?,?,32463,?,?,?,138,269,1,2899,5167,0,446,1,12483,2,0
133.12,?,2.263,138,?,?,95652,30,?,?,330,70,1,1665,18932,0,1442,1,16153,2,0
200,?,2.6268,56,?,?,5157,32,?,?,318,45,26,6279,4010,2,4070,1,13716,1,0
166.56,?,0.74899,28,?,56973,0,4,?,?,?,70,26,6407,0,0,1952,1,11400,2,0
186.64,?,3.605,148,?,?,0,4,?,?,180,205,1,830,0,0,6032,1,12220,1,0
?,?,4.6417,8,?,?,?,-16,?,0,336,115,26,420,0,0,3374,2,8607,1,0
186.64,?,5.9588,20,?,?,0,-30,?,?,?,366,26,4554,0,0,3156,1,3240,2,0
166.56,?,3.809,70,?,?,14157,22,?,?,?,43,26,2316,12149,2,3210,1,6889,2,0
176.56,?,5.846,128,?,295870,71577,4,?,?,?,115,37,6360,7057,2,5373,1,18730,2,0
?,?,5.2546,10,?,?,?,-14,?,?,114,115,26,1333,0,0,4254,1,0,0,0
223.52,?,4.5678,36,?,?,125430,?,?,?,?,358,26,2566,0,0,5547,1,4712,2,0
298.4,?,1.1765,34,?,191820,72,8,?,?,?,311,26,864,0,0,4946,1,7757,1,0
?,?,3.1844,8,?,?,?,-16,?,0,?,17,26,3161,0,0,3038,2,11596,1,0
186.64,?,1.5751,76,?,?,2061,?,?,?,?,92,26,2141,0,0,3846,1,17086,1,0
186.64,?,0.49434,56,?,66129,51255,32,?,?,?,370,26,7890,6311,0,405,1,9587,2,0
286.96,?,3.7618,104,?,?,63738,4,?,?,192,139,20,5802,12764,2,2566,1,18332,2,0
230.32,?,3.1237,18,?,21891,0,-8,?,?,150,161,26,8011,0,0,4254,2,11353,1,0
186.64,?,3.6879,142,?,9234,130040,?,?,?,174,50,1,4161,17491,2,3480,1,13535,2,0
186.64,?,4.4634,202,?,133160,1773,-24,?,?,?,91,9,2820,9282,0,4919,2,4746,2,0
320.4,?,2.5853,88,?,92256,3762,12,?,?,300,384,26,6620,2099,2,344,1,13453,1,0
373.04,?,0.49434,86,?,245330,806270,62,?,?,294,6,26,6246,18590,0,3302,1,8638,2,0
220.08,?,3.8107,88,?,231880,3762,6,?,?,?,83,26,6953,18951,0,2003,1,8610,1,0
368.32,?,1.1831,34,?,248100,1845,-26,?,?,?,9,26,4972,0,0,5546,1,0,0,0
0,?,4.6817,12,?,63618,0,4,?,?,?,202,26,5645,0,0,5539,1,19030,2,0
269.92,?,6.3909,82,?,?,9414,34,?,?,?,335,26,6621,17479,2,80,1,14323,1,0
262.64,?,4.0109,16,?,?,0,4,?,?,?,319,34,5249,0,0,8,1,5530,2,0
200,?,5.2959,62,?,72,11772,38,?,?,366,269,26,2053,10004,0,2898,1,6313,1,0
200,?,6.0194,138,?,84057,33741,-30,?,?,?,183,37,2141,22402,0,925,1,6552,2,0
253.52,?,6.3771,98,?,114110,15246,4,?,?,?,366,26,713,6256,0,2172,1,1273,2,0
190.4,?,2.3087,66,?,18828,85959,?,?,?,288,28,26,4915,18773,2,1800,1,13016,1,0
166.56,?,3.7932,112,?,29463,13689,6,?,?,354,327,1,5566,16214,2,3907,1,11843,1,0
?,?,2.6964,6,?,?,?,-18,3,?,?,176,26,7902,0,0,3096,2,15914,1,0
